mesh_id|mesh_term|pulmonary|transplant|year_verification
C16.131.666.310|hereditary sensory and autonomic neuropathies|N|N|Both
C16.131.666.310.309|dysautonomia, familial|N|N|Both
C16.131.666.410|holoprosencephaly|N|N|Old only
C16.131.666.450|hydranencephaly|N|N|Both
C16.131.666.507|malformations of cortical development|N|N|Both
C16.131.666.507.186|lissencephaly|N|N|Old only
C16.131.666.507.186.230|classical lissencephalies and subcortical band heterotopias|N|N|Old only
C16.131.666.507.186.249|cobblestone lissencephaly|N|N|Old only
C16.131.666.507.400|malformations of cortical development, group i|N|N|New only
C16.131.666.507.400.249|megalencephaly|N|N|New only
C16.131.666.507.400.249.500|hemimegalencephaly|N|N|New only
C16.131.666.507.400.500|microcephaly|N|N|New only
C16.131.666.507.400.750|tuberous sclerosis|N|N|New only
C16.131.666.507.450|malformations of cortical development, group ii|N|N|New only
C16.131.666.507.450.230|classical lissencephalies and subcortical band heterotopias|N|N|New only
C16.131.666.507.450.249|cobblestone lissencephaly|N|N|New only
C16.131.666.507.450.499|lissencephaly|N|N|New only
C16.131.666.507.450.499.230|classical lissencephalies and subcortical band heterotopias|N|N|New only
C16.131.666.507.450.499.249|cobblestone lissencephaly|N|N|New only
C16.131.666.507.450.499.249.500|walker-warburg syndrome|N|N|New only
C16.131.666.507.450.750|periventricular nodular heterotopia|N|N|New only
C16.131.666.507.500|malformations of cortical development, group iii|N|N|New only
C16.131.666.507.500|microcephaly|N|N|Old only
C16.131.666.507.500.500|polymicrogyria|N|N|New only
C16.131.666.507.500.625|porencephaly|N|N|New only
C16.131.666.507.500.750|schizencephaly|N|N|New only
C16.131.666.507.812|neuronal migration disorders|N|N|Old only
C16.131.666.507.812.230|classical lissencephalies and subcortical band heterotopias|N|N|Old only
C16.131.666.507.812.249|cobblestone lissencephaly|N|N|Old only
C16.131.666.507.812.750|periventricular nodular heterotopia|N|N|Old only
C16.131.666.507.875|tuberous sclerosis|N|N|Old only
C16.131.666.680|neural tube defects|N|N|Both
C16.131.666.680.196|anencephaly|N|N|Both
C16.131.666.680.291|arnold-chiari malformation|N|N|Both
C16.131.666.680.488|encephalocele|N|N|Both
C16.131.666.680.598|meningocele|N|N|Both
C16.131.666.680.610|meningomyelocele|N|N|Both
C16.131.666.680.705|pentalogy of cantrell|N|N|New only
C16.131.666.680.800|spinal dysraphism|N|N|Both
C16.131.666.680.800.730|spina bifida cystica|N|N|Both
C16.131.666.680.800.750|spina bifida occulta|N|N|Both
C16.131.666.845|septo-optic dysplasia|N|N|Both
C16.131.740|respiratory system abnormalities|Y|N|Both
C16.131.740.195|bronchogenic cyst|Y|N|Both
C16.131.740.214|bronchopulmonary sequestration|Y|N|Both
C16.131.740.271|choanal atresia|N|N|Both
C16.131.740.290|cystic adenomatoid malformation of lung, congenital|Y|N|Both
C16.131.740.501|kartagener syndrome|Y|N|Both
C16.131.740.650|laryngocele|N|N|New only
C16.131.740.658|laryngostenosis|N|N|Both
C16.131.740.815|scimitar syndrome|Y|N|Both
C16.131.740.830|tracheobronchomegaly|Y|N|Both
C16.131.810|situs inversus|N|N|Both
C16.131.810.250|dextrocardia|N|N|Both
C16.131.810.250.500|kartagener syndrome|Y|N|Both
C16.131.810.700|levocardia|N|N|Both
C16.131.831|skin abnormalities|N|N|Both
C16.131.831.066|acrodermatitis|N|N|Both
C16.131.831.108|carney complex|N|N|Both
C16.131.831.150|dyskeratosis congenita|N|N|Both
C16.131.831.350|ectodermal dysplasia|N|N|Both
C16.131.831.350.198|ectodermal dysplasia 1, anhidrotic|N|N|Both
C16.131.831.350.298|ectodermal dysplasia 3, anhidrotic|N|N|Both
C16.131.831.350.348|ectodermal dysplasia, hypohidrotic, autosomal recessive|N|N|Both
C16.131.831.350.398|ellis-van creveld syndrome|N|N|Both
C16.131.831.350.424|focal dermal hypoplasia|N|N|Both
C16.131.831.350.712|neurocutaneous syndromes|N|N|Both
C16.131.831.350.856|pachyonychia congenita|N|N|Both
C16.131.831.350.856.500|steatocystoma multiplex|N|N|New only
C16.131.831.428|ehlers-danlos syndrome|N|N|Both
C16.131.831.493|epidermolysis bullosa|N|N|Both
C16.131.831.493.080|epidermolysis bullosa acquisita|N|N|Both
C16.131.831.493.160|epidermolysis bullosa dystrophica|N|N|Both
C16.131.831.493.170|epidermolysis bullosa, junctional|N|N|Both
C16.131.831.493.180|epidermolysis bullosa simplex|N|N|Both
C16.131.831.512|ichthyosis|N|N|Both
C16.131.831.512.400|ichthyosiform erythroderma, congenital|N|N|Both
C16.131.831.512.400.375|hyperkeratosis, epidermolytic|N|N|Both
C16.131.831.512.400.410|ichthyosis, lamellar|N|N|Both
C16.131.831.512.400.705|netherton syndrome|N|N|Both
C16.131.831.512.408|ichthyosis bullosa of siemens|N|N|Both
C16.131.831.512.410|ichthyosis vulgaris|N|N|Both
C16.131.831.512.420|ichthyosis, x-linked|N|N|Both
C16.131.831.512.723|sjogren-larsson syndrome|N|N|Both
C16.131.831.580|incontinentia pigmenti|N|N|Both
C16.131.831.675|port-wine stain|N|N|Both
C16.131.831.720|prolidase deficiency|N|N|Both
C16.131.831.766|pseudoxanthoma elasticum|N|N|Both
C16.131.831.775|rothmund-thomson syndrome|N|N|Both
C16.131.831.812|sclerema neonatorum|N|N|Both
C16.131.831.874|trichothiodystrophy syndromes|N|N|Both
C16.131.831.936|xeroderma pigmentosum|N|N|Both
C16.131.850|stomatognathic system abnormalities|N|N|Both
C16.131.850.500|maxillofacial abnormalities|N|N|Both
C16.131.850.500.229|dentofacial deformities|N|N|New only
C16.131.850.500.460|jaw abnormalities|N|N|Both
C16.131.850.500.460.185|cleft palate|N|N|Both
C16.131.850.500.460.457|micrognathism|N|N|Both
C16.131.850.500.460.606|pierre robin syndrome|N|N|Both
C16.131.850.500.460.655|prognathism|N|N|Both
C16.131.850.500.460.813|retrognathism|N|N|Old only
C16.131.850.500.460.827|retrognathia|N|N|New only
C16.131.850.525|mouth abnormalities|N|N|Both
C16.131.850.525.164|cleft lip|N|N|Both
C16.131.850.525.185|cleft palate|N|N|Both
C16.131.850.525.304|fibromatosis, gingival|N|N|Both
C16.131.850.525.480|macrostomia|N|N|Both
C16.131.850.525.520|microstomia|N|N|Both
C16.131.850.525.955|velopharyngeal insufficiency|N|N|Both
C16.131.850.800|tooth abnormalities|N|N|Both
C16.131.850.800.100|anodontia|N|N|Both
C16.131.850.800.250|dens in dente|N|N|Both
C16.131.850.800.255|dental enamel hypoplasia|N|N|Both
C16.131.850.800.255.500|amelogenesis imperfecta|N|N|Both
C16.131.850.800.260|dentin dysplasia|N|N|Both
C16.131.850.800.270|dentinogenesis imperfecta|N|N|Both
C16.131.850.800.320|diastema|N|N|New only
C16.131.850.800.370|fused teeth|N|N|Both
C16.131.850.800.600|odontodysplasia|N|N|Both
C16.131.850.800.850|tooth, supernumerary|N|N|Both
C16.131.880|abnormalities, severe teratoid|N|N|Old only
C16.131.880.197|anencephaly|N|N|Old only
C16.131.880.806|twins, conjoined|N|N|Old only
C16.131.894|thyroid dysgenesis|N|N|Both
C16.131.894.500|lingual thyroid|N|N|Both
C16.131.894.500.500|lingual goiter|N|N|Both
C16.131.939|urogenital abnormalities|N|N|Both
C16.131.939.132|bladder exstrophy|N|N|Both
C16.131.939.258|cryptorchidism|N|N|Both
C16.131.939.316|disorders of sex development|N|N|New only
C16.131.939.316.064|46, xx disorders of sex development|N|N|New only
C16.131.939.316.064.124|46, xx testicular disorders of sex development|N|N|New only
C16.131.939.316.064.249|gonadal dysgenesis, 46,xx|N|N|New only
C16.131.939.316.064.500|hyperandrogenism|N|N|New only
C16.131.939.316.096|46, xy disorders of sex development|N|N|New only
C16.131.939.316.096.500|androgen-insensitivity syndrome|N|N|New only
C16.131.939.316.096.562|denys-drash syndrome|N|N|New only
C16.131.939.316.096.624|frasier syndrome|N|N|New only
C16.131.939.316.096.687|gonadal dysgenesis, 46,xy|N|N|New only
C16.131.939.316.096.687.500|gonadoblastoma|N|N|New only
C16.131.939.316.096.750|kallmann syndrome|N|N|New only
C16.131.939.316.096.875|wagr syndrome|N|N|New only
C16.131.939.316.129|adrenogenital syndrome|N|N|New only
C16.131.939.316.129.500|adrenal hyperplasia, congenital|N|N|New only
C16.131.939.316.129.750|hyperandrogenism|N|N|New only
C16.131.939.316.309|gonadal dysgenesis|N|N|New only
C16.131.939.316.309.193|gonadal dysgenesis, 46,xx|N|N|New only
C16.131.939.316.309.388|gonadal dysgenesis, 46,xy|N|N|New only
C16.131.939.316.309.388.500|gonadoblastoma|N|N|New only
C16.131.939.316.309.391|gonadal dysgenesis, mixed|N|N|New only
C16.131.939.316.309.631|sexual infantilism|N|N|New only
C16.131.939.316.309.872|turner syndrome|N|N|New only
C16.131.939.316.343|ovotesticular disorders of sex development|N|N|New only
C16.131.939.316.795|sex chromosome disorders of sex development|N|N|New only
C16.131.939.316.795.124|freemartinism|N|N|New only
C16.131.939.316.795.249|gonadal dysgenesis, mixed|N|N|New only
C16.131.939.316.795.500|klinefelter syndrome|N|N|New only
C16.131.939.316.795.750|turner syndrome|N|N|New only
C16.131.939.374|epispadias|N|N|Both
C16.131.939.410|fraser syndrome|N|N|New only
C16.131.939.445|frasier syndrome|N|N|Old only
C16.131.939.445|fused kidney|N|N|New only
C16.131.939.516|hypospadias|N|N|Both
C16.131.939.629|multicystic dysplastic kidney|N|N|Both
C16.131.939.742|nephritis, hereditary|N|N|Both
C16.131.939.831|pyelectasis|N|N|New only
C16.131.939.842|sex differentiation disorders|N|N|Old only
C16.131.939.842.260|freemartinism|N|N|Old only
C16.131.939.842.309|gonadal dysgenesis|N|N|Old only
C16.131.939.842.309.193|gonadal dysgenesis, 46,xx|N|N|Old only
C16.131.939.842.309.388|gonadal dysgenesis, 46,xy|N|N|Old only
C16.131.939.842.309.391|gonadal dysgenesis, mixed|N|N|Old only
C16.131.939.842.309.872|turner syndrome|N|N|Old only
C16.131.939.842.316|hermaphroditism|N|N|Old only
C16.131.939.842.316.313|hermaphroditism, true|N|N|Old only
C16.131.939.842.316.627|pseudohermaphroditism|N|N|Old only
C16.131.939.842.316.627.109|androgen-insensitivity syndrome|N|N|Old only
C16.131.939.842.316.627.220|denys-drash syndrome|N|N|Old only
C16.131.939.842.425|kallmann syndrome|N|N|Old only
C16.131.939.842.454|klinefelter syndrome|N|N|Old only
C16.131.939.915|retrocaval ureter|N|N|New only
C16.131.939.921|wagr syndrome|N|N|Old only
C16.300|fetal diseases|N|N|Both
C16.300.030|chorioamnionitis|N|N|Both
C16.300.050|echogenic bowel|N|N|New only
C16.300.060|erythroblastosis, fetal|N|N|Both
C16.300.060.480|hydrops fetalis|N|N|Both
C16.300.070|fetal alcohol spectrum disorders|N|N|New only
C16.300.080|fetal alcohol syndrome|N|N|Old only
C16.300.390|fetal growth retardation|N|N|Both
C16.300.420|fetal hypoxia|N|N|Both
C16.300.570|fetal macrosomia|N|N|Both
C16.300.580|meconium aspiration syndrome|Y|N|Both
C16.300.790|nuchal cord|N|N|Both
C16.300.895|pyelectasis|N|N|New only
C16.320|genetic diseases, inborn|N|N|Both
C16.320.033|adrenal hyperplasia, congenital|N|N|Both
C16.320.051|alagille syndrome|N|N|Both
C16.320.060|alpha 1-antitrypsin deficiency|Y|N|New only
C16.320.070|anemia, hemolytic, congenital|N|N|Both
C16.320.070.095|anemia, dyserythropoietic, congenital|N|N|Both
C16.320.070.100|anemia, hemolytic, congenital nonspherocytic|N|N|Both
C16.320.070.150|anemia, sickle cell|N|N|Both
C16.320.070.150.219|acute chest syndrome|Y|N|Both
C16.320.070.150.440|hemoglobin sc disease|N|N|Both
C16.320.070.150.670|sickle cell trait|N|N|Both
C16.320.070.365|elliptocytosis, hereditary|N|N|Both
C16.320.070.480|glucosephosphate dehydrogenase deficiency|N|N|Both
C16.320.070.480.370|favism|N|N|Both
C16.320.070.490|hemoglobin c disease|N|N|Both
C16.320.070.785|spherocytosis, hereditary|N|N|Both
C16.320.070.875|thalassemia|N|N|Both
C16.320.070.875.100|alpha-thalassemia|N|N|Both
C16.320.070.875.150|beta-thalassemia|N|N|Both
C16.320.070.875.575|delta-thalassemia|N|N|Both
C16.320.077|anemia, hypoplastic, congenital|N|N|Both
C16.320.077.090|anemia, diamond-blackfan|N|N|Both
C16.320.077.280|fanconi anemia|N|N|Both
C16.320.078|angioedemas, hereditary|N|N|Both
C16.320.080|ataxia telangiectasia|N|N|Both
C16.320.089|autoimmune lymphoproliferative syndrome|N|N|Both
C16.320.099|blood coagulation disorders, inherited|N|N|Both
C16.320.099.037|activated protein c resistance|N|N|Both
C16.320.099.056|afibrinogenemia|N|N|Both
C16.320.099.075|antithrombin iii deficiency|N|N|Both
C16.320.099.080|bernard-soulier syndrome|N|N|Both
C16.320.099.300|factor v deficiency|N|N|Both
C16.320.099.310|factor vii deficiency|N|N|Both
C16.320.099.320|factor x deficiency|N|N|Both
C16.320.099.325|factor xi deficiency|N|N|Both
C16.320.099.330|factor xii deficiency|N|N|Both
C16.320.099.335|factor xiii deficiency|N|N|Both
C16.320.099.417|gray platelet syndrome|N|N|Both
C16.320.099.500|hemophilia a|N|N|Both
C16.320.099.510|hemophilia b|N|N|Both
C16.320.099.515|hermanski-pudlak syndrome|N|N|Both
C16.320.099.550|hypoprothrombinemias|N|N|Both
C16.320.099.690|protein c deficiency|N|N|Both
C16.320.099.820|thrombasthenia|N|N|Both
C16.320.099.920|von willebrand diseases|N|N|Both
C16.320.099.920.100|von willebrand disease, type 1|N|N|Both
C16.320.099.920.200|von willebrand disease, type 2|N|N|Both
C16.320.099.920.300|von willebrand disease, type 3|N|N|Both
C16.320.099.970|wiskott-aldrich syndrome|N|N|Both
C16.320.100|brugada syndrome|N|N|Both
C16.320.129|cadasil|N|N|Both
C16.320.144|camurati-engelmann syndrome|N|N|Both
C16.320.160|cardiomyopathy, hypertrophic, familial|N|N|Both
C16.320.165|charge syndrome|N|N|New only
C16.320.170|cherubism|N|N|Both
C16.320.180|chromosome disorders|N|N|Both
C16.320.180.019|22q11 deletion syndrome|N|N|New only
C16.320.180.019.500|digeorge syndrome|N|N|New only
C16.320.180.040|angelman syndrome|N|N|Both
C16.320.180.080|beckwith-wiedemann syndrome|N|N|Both
C16.320.180.090|branchio-oto-renal syndrome|N|N|Both
C16.320.180.190|cri-du-chat syndrome|N|N|Both
C16.320.180.210|de lange syndrome|N|N|Both
C16.320.180.260|down syndrome|N|N|Both
C16.320.180.380|holoprosencephaly|N|N|Both
C16.320.180.440|jacobsen distal 11q deletion syndrome|N|N|Both
C16.320.180.700|prader-willi syndrome|N|N|Both
C16.320.180.790|rubinstein-taybi syndrome|N|N|Both
C16.320.180.800|sex chromosome disorders|N|N|Old only
C16.320.180.800.300|fragile x syndrome|N|N|Old only
C16.320.180.800.340|gonadal dysgenesis, 46,xy|N|N|Old only
C16.320.180.800.345|gonadal dysgenesis, mixed|N|N|Old only
C16.320.180.800.490|klinefelter syndrome|N|N|Old only
C16.320.180.800.670|orofaciodigital syndromes|N|N|Old only
C16.320.180.800.870|turner syndrome|N|N|Old only
C16.320.180.830|sex chromosome disorders|N|N|New only
C16.320.180.830.300|fragile x syndrome|N|N|New only
C16.320.180.830.670|orofaciodigital syndromes|N|N|New only
C16.320.180.830.835|sex chromosome disorders of sex development|N|N|New only
C16.320.180.830.835.249|gonadal dysgenesis, mixed|N|N|New only
C16.320.180.830.835.500|klinefelter syndrome|N|N|New only
C16.320.180.830.835.750|turner syndrome|N|N|New only
C16.320.180.870|silver-russell syndrome|N|N|Both
C16.320.180.887|smith-magenis syndrome|N|N|New only
C16.320.180.905|sotos syndrome|N|N|New only
C16.320.180.940|wagr syndrome|N|N|Both
C16.320.180.970|williams syndrome|N|N|Both
C16.320.180.985|wolf-hirschhorn syndrome|N|N|Both
C16.320.184|ciliopathies|N|N|New only
C16.320.184.063|alstrom syndrome|N|N|New only
C16.320.184.125|bardet-biedl syndrome|N|N|New only
C16.320.184.250|caroli disease|N|N|New only
C16.320.184.500|ciliary motility disorders|N|N|New only
C16.320.184.500.531|kartagener syndrome|Y|N|New only
C16.320.185|costello syndrome|N|N|Both
C16.320.190|cystic fibrosis|Y|N|Both
C16.320.215|donohue syndrome|N|N|Both
C16.320.240|dwarfism|N|N|Both
C16.320.240.500|achondroplasia|N|N|Both
C16.320.240.500.500|thanatophoric dysplasia|N|N|New only
C16.320.240.562|cockayne syndrome|N|N|Both
C16.320.240.625|congenital hypothyroidism|N|N|Both
C16.320.240.750|laron syndrome|N|N|Both
C16.320.240.875|mulibrey nanism|N|N|Both
C16.320.240.937|silver-russell syndrome|N|N|Both
C16.320.290|eye diseases, hereditary|N|N|Both
C16.320.290.019|aicardi syndrome|N|N|New only
C16.320.290.040|albinism|N|N|Both
C16.320.290.040.090|albinism, ocular|N|N|Both
C16.320.290.040.100|albinism, oculocutaneous|N|N|Both
C16.320.290.040.100.400|hermanski-pudlak syndrome|N|N|Both
C16.320.290.040.600|piebaldism|N|N|Both
C16.320.290.078|aniridia|N|N|Both
C16.320.290.078.950|wagr syndrome|N|N|Both
C16.320.290.142|choroideremia|N|N|Both
C16.320.290.152|cone-rod dystrophies|N|N|New only
C16.320.290.162|corneal dystrophies, hereditary|N|N|Both
C16.320.290.162.204|corneal dystrophy, juvenile epithelial of meesmann|N|N|Both
C16.320.290.162.410|fuchs' endothelial dystrophy|N|N|Both
C16.320.290.235|duane retraction syndrome|N|N|Both
C16.320.290.468|gyrate atrophy|N|N|Both
C16.320.290.564|optic atrophies, hereditary|N|N|Both
C16.320.290.564.100|optic atrophy, autosomal dominant|N|N|Both
C16.320.290.564.400|optic atrophy, hereditary, leber|N|N|Both
C16.320.290.564.980|wolfram syndrome|N|N|Both
C16.320.290.660|retinal dysplasia|N|N|Both
C16.320.290.684|retinitis pigmentosa|N|N|Both
C16.320.290.684.249|alstrom syndrome|N|N|Both
C16.320.290.684.500|usher syndromes|N|N|Both
C16.320.290.763|vitelliform macular dystrophy|N|N|New only
C16.320.290.842|weill-marchesani syndrome|N|N|Both
C16.320.298|familial multiple lipomatosis|N|N|New only
C16.320.306|frasier syndrome|N|N|New only
C16.320.322|genetic diseases, x-linked|N|N|Both
C16.320.322.030|aicardi syndrome|N|N|New only
C16.320.322.061|androgen-insensitivity syndrome|N|N|Both
C16.320.322.068|barth syndrome|N|N|Both
C16.320.322.076|bulbo-spinal atrophy, x-linked|N|N|Both
C16.320.322.092|choroideremia|N|N|Both
C16.320.322.100|dent disease|N|N|New only
C16.320.322.108|dyskeratosis congenita|N|N|Both
C16.320.322.116|ectodermal dysplasia 1, anhidrotic|N|N|Both
C16.320.322.124|fabry disease|N|N|Both
C16.320.322.186|focal dermal hypoplasia|N|N|Both
C16.320.322.201|glycogen storage disease type iib|N|N|Both
C16.320.322.217|glycogen storage disease type viii|N|N|Both
C16.320.322.233|granulomatous disease, chronic|N|N|Both
C16.320.322.235|hemophilia b|N|N|Both
C16.320.322.237|hyper-igm immunodeficiency syndrome, type 1|N|N|Both
C16.320.322.239|hypophosphatemic rickets, x-linked dominant|N|N|Old only
C16.320.322.241|ichthyosis, x-linked|N|N|Both
C16.320.322.370|isolated noncompaction of the ventricular myocardium|N|N|Both
C16.320.322.500|mental retardation, x-linked|N|N|Both
C16.320.322.500.124|adrenoleukodystrophy|N|N|Both
C16.320.322.500.186|classical lissencephalies and subcortical band heterotopias|N|N|Both
C16.320.322.500.249|coffin-lowry syndrome|N|N|Both
C16.320.322.500.500|fragile x syndrome|N|N|Both
C16.320.322.500.625|lesch-nyhan syndrome|N|N|Both
C16.320.322.500.687|menkes kinky hair syndrome|N|N|Both
C16.320.322.500.750|mucopolysaccharidosis ii|N|N|Both
C16.320.322.500.875|pyruvate dehydrogenase complex deficiency disease|N|N|Both
C16.320.322.500.937|rett syndrome|N|N|Both
